"index";"Nom de l'op?rateur";"Mill?sime des donn?es";"Code de l'IRIS - Code de la zone";"Code de l'IRIS - Libellé de la zone";"?nergie concern?e";"Code du grand secteur";"Consommation (en MWh)";"Nombre de points de livraison"
"ID";"OPERATEUR";"ANNEE";"IRIS_CODE";"IRIS_LIBELLE";"FILIERE";"CODE_GRAND_SECTEUR";"CONSO";"PDL"
"2106C";"Dijon ?nergies";"2022";"212311703";"Casernes";"C";"R";5129.32709428964;32
"2106C";"Dijon ?nergies";"2022";"212311703";"Casernes";"C";"T";479.693792209925;2
"2106C";"Dijon ?nergies";"2022";"212311704";"Sacré-Cœur";"C";"R";1176.13992199447;4
"2106C";"Dijon ?nergies";"2022";"212311704";"Sacré-Cœur";"C";"T";3123.36688260465;4
"2106C";"Dijon ?nergies";"2022";"212311801";"York";"C";"R";2553.2393369081;10
"2106C";"Dijon ?nergies";"2022";"212311801";"York";"C";"T";422.198636091584;3
"2106C";"Dijon ?nergies";"2022";"212311803";"Grésilles Centre";"C";"R";551.742227107615;1
"2106C";"Dijon ?nergies";"2022";"212311803";"Grésilles Centre";"C";"T";1230.99258039361;2
"2106C";"Dijon ?nergies";"2022";"212311804";"Castelnau";"C";"R";"secret";"secret"
"2106C";"Dijon ?nergies";"2022";"212312001";"Charles de Gaulle";"C";"R";"secret";"secret"
"2106C";"Dijon ?nergies";"2022";"212312001";"Charles de Gaulle";"C";"T";372.490803879357;1
"2106C";"Dijon ?nergies";"2022";"212312003";"Clos de Pouilly";"C";"R";1855.42307365851;2
"2106C";"Dijon ?nergies";"2022";"212319801";"La Toison d'Or";"C";"T";4407.45330837483;10
"2106C";"Dijon ?nergies";"2022";"212319802";"Z.I. Nord-Est";"C";"T";709.38400081603;2
"2106C";"Dijon ?nergies";"2022";"212319804";"Le Bocage";"C";"T";28304.2228543591;2
"2106C";"Dijon ?nergies";"2022";"212780101";"Vieux Village";"C";"T";628.814803931323;6
"2106C";"Dijon ?nergies";"2022";"212780102";"Saverney";"C";"R";383.478554707657;2
"2106C";"Dijon ?nergies";"2022";"212780104";"Majnoni";"C";"R";2333.13152496425;4
"2106C";"Dijon ?nergies";"2022";"212780104";"Majnoni";"C";"T";362.129020110779;1
"2106C";"Dijon ?nergies";"2022";"213550103";"Parc Poussots-Pommerets";"C";"R";"secret";"secret"
"2106C";"Dijon ?nergies";"2022";"213550103";"Parc Poussots-Pommerets";"C";"T";423.987937835404;3
"2106C";"Dijon ?nergies";"2022";"215150101";"Atrias-Vieux Village-Grand Chaignet";"C";"R";1434.12608000148;4
"2106C";"Dijon ?nergies";"2022";"215150101";"Atrias-Vieux Village-Grand Chaignet";"C";"T";2437.68860742354;6
"2106C";"Dijon ?nergies";"2022";"215150102";"La Fontaine aux Jardins";"C";"T";266.518418204039;1
"2106C";"Dijon ?nergies";"2022";"215150103";"Les Huches";"C";"R";6028.50724068935;17
"2106C";"Dijon ?nergies";"2022";"215150103";"Les Huches";"C";"T";1295.02395877654;5
"2106C";"Dijon ?nergies";"2022";"215150104";"Place Centrale-Quetignerots-Pré Bourgeot";"C";"R";7664.89477151518;14
"2106C";"Dijon ?nergies";"2022";"215150104";"Place Centrale-Quetignerots-Pré Bourgeot";"C";"T";1775.09672873367;5
"2106C";"Dijon ?nergies";"2022";"215150199";"Zone Activités Europe-Cap Vert-Grand Marché";"C";"T";1820.9823731682;1
"2305C";"RESEAU DE GUERET";"2022";"230960101";"La Rodde";"C";"X";304;1
"2305C";"RESEAU DE GUERET";"2022";"230960102";"Centre Ville";"C";"X";6567.85;24
"2305C";"RESEAU DE GUERET";"2022";"230960103";"Champegaud";"C";"X";5499.75;8
"2305C";"RESEAU DE GUERET";"2022";"230960201";"Maindigour";"C";"X";4294.51;9
"2305C";"RESEAU DE GUERET";"2022";"230960202";"Jouhet";"C";"X";3099.199;3
"2401C";"SOLENA";"2022";"243720101";"Nord";"C";"R";633.9;1
"2401C";"SOLENA";"2022";"243720101";"Nord";"C";"T";3012.96;7
"2402C";"L'Arche au Bois";"2022";"243220112";"Gour de l'Arche";"C";"R";1329.72;26
"2402C";"L'Arche au Bois";"2022";"243220112";"Gour de l'Arche";"C";"T";1420.84;6
"2403C";"CHAUFFERIE BOIS DE CADOUIN";"2022";"240680000";"Le Buisson-de-Cadouin (commune non irisée)";"C";"T";955;4
"2502C";"Zup de la Petite Hollande";"2022";"253880107";"Petite Hollande-Coteau Jouvent";"C";"R";5082;3
"2502C";"Zup de la Petite Hollande";"2022";"253880107";"Petite Hollande-Coteau Jouvent";"C";"T";1472;4
"2502C";"Zup de la Petite Hollande";"2022";"253880108";"Petite Hollande-Petit Chênois";"C";"R";6915;5
"2502C";"Zup de la Petite Hollande";"2022";"253880108";"Petite Hollande-Petit Chênois";"C";"T";333;1
"2502C";"Zup de la Petite Hollande";"2022";"253880109";"Petite Hollande Sud-Ouest";"C";"R";5660.04797363281;4
"2502C";"Zup de la Petite Hollande";"2022";"253880109";"Petite Hollande Sud-Ouest";"C";"T";2360;2
"2502C";"Zup de la Petite Hollande";"2022";"253880110";"Petite Hollande-Lulli";"C";"R";3256;3
"2502C";"Zup de la Petite Hollande";"2022";"253880110";"Petite Hollande-Lulli";"C";"T";678;1
"2502C";"Zup de la Petite Hollande";"2022";"253880111";"Petite Hollande-Hexagone";"C";"R";6462;6
"2502C";"Zup de la Petite Hollande";"2022";"253880111";"Petite Hollande-Hexagone";"C";"T";2975.46000671387;8
"2502C";"Zup de la Petite Hollande";"2022";"253880112";"Petite Hollande Sud";"C";"R";4227.93788909911;8
"2502C";"Zup de la Petite Hollande";"2022";"253880112";"Petite Hollande Sud";"C";"T";5710.64799499512;13
"2502C";"Zup de la Petite Hollande";"2022";"253880113";"Le Pied des Gouttes";"C";"T";4122;3
"2507C";"R?seau de chaleur de Mouthe";"2022";"254130000";"Mouthe (commune non irisée)";"C";"R";954;11
"2507C";"R?seau de chaleur de Mouthe";"2022";"254130000";"Mouthe (commune non irisée)";"C";"T";1784;9
"2511C";"r?seau de chaleur de PONTARLIER";"2022";"253090000";"Houtaud (commune non irisée)";"C";"I";1070;1
"2511C";"r?seau de chaleur de PONTARLIER";"2022";"254620101";"Centre Ville";"C";"R";988;1
"2511C";"r?seau de chaleur de PONTARLIER";"2022";"254620101";"Centre Ville";"C";"T";261;2
"2511C";"r?seau de chaleur de PONTARLIER";"2022";"254620101";"Centre Ville";"NA";"T";"secret";"secret"
"2511C";"r?seau de chaleur de PONTARLIER";"2022";"254620102";"Stand-Chirvaux-Gare";"C";"R";510;3
"2511C";"r?seau de chaleur de PONTARLIER";"2022";"254620102";"Stand-Chirvaux-Gare";"C";"T";2098;11
"2511C";"r?seau de chaleur de PONTARLIER";"2022";"254620103";"Zone Industrielle";"C";"I";2263;6
"2511C";"r?seau de chaleur de PONTARLIER";"2022";"254620103";"Zone Industrielle";"C";"R";"secret";"secret"
