"index";"Nom de l'opérateur";"Millésime des données";"Code de l'IRIS - Code de la zone";"Code de l'IRIS - Libellé de la zone";"Énergie concernée";"Code du grand secteur";"Consommation (en MWh)";"Nombre de points de livraison"
"4410C";"Réseau de Nantes Nord Chézine";"2021";"441090401";"Procé";"C";"R";"2018";"6"
"4410C";"Réseau de Nantes Nord Chézine";"2021";"441090702";"Breil-Malville";"C";"R";"11165";"3"
"4410C";"Réseau de Nantes Nord Chézine";"2021";"441090702";"Breil-Malville";"C";"T";"418";"1"
"4410C";"Réseau de Nantes Nord Chézine";"2021";"441090703";"Route de Vannes";"C";"T";"1328";"3"
"4410C";"Réseau de Nantes Nord Chézine";"2021";"441090705";"Beauséjour";"C";"R";"secret";"secret"
"4410C";"Réseau de Nantes Nord Chézine";"2021";"441090706";"Gaudinière";"C";"R";"901";"2"
"4410C";"Réseau de Nantes Nord Chézine";"2021";"441090802";"Chauvinière";"C";"R";"250";"1"
"4410C";"Réseau de Nantes Nord Chézine";"2021";"441090802";"Chauvinière";"C";"T";"secret";"secret"
"4410C";"Réseau de Nantes Nord Chézine";"2021";"441090803";"Bout des Pavés-Chêne des Anglais";"C";"R";"16796";"4"
"4410C";"Réseau de Nantes Nord Chézine";"2021";"441090803";"Bout des Pavés-Chêne des Anglais";"C";"T";"472";"4"
"4410C";"Réseau de Nantes Nord Chézine";"2021";"441090804";"Bout des Landes";"C";"R";"378";"2"
"4410C";"Réseau de Nantes Nord Chézine";"2021";"441090804";"Bout des Landes";"C";"T";"4726";"5"
"4410C";"Réseau de Nantes Nord Chézine";"2021";"441090805";"Z.A. Hauts de Gesvre";"C";"T";"4247";"1"
"4410C";"Réseau de Nantes Nord Chézine";"2021";"441090806";"Santos-Dumont";"C";"R";"2091";"2"
"4410C";"Réseau de Nantes Nord Chézine";"2021";"441090807";"Boissière";"C";"R";"7494";"1"
"4410C";"Réseau de Nantes Nord Chézine";"2021";"441090807";"Boissière";"C";"T";"1271";"2"
"4410C";"Réseau de Nantes Nord Chézine";"2021";"441140107";"Le Bois Saint-Louis";"C";"R";"4162";"1"
"4410C";"Réseau de Nantes Nord Chézine";"2021";"441140107";"Le Bois Saint-Louis";"C";"T";"secret";"secret"
"4410C";"Réseau de Nantes Nord Chézine";"2021";"441140108";"Plaisance";"C";"R";"6753";"1"
"4410C";"Réseau de Nantes Nord Chézine";"2021";"441140109";"Le Bignon";"C";"T";"327";"3"
"4410C";"Réseau de Nantes Nord Chézine";"2021";"441620101";"Sillon de Bretagne";"C";"R";"secret";"secret"
"4410C";"Réseau de Nantes Nord Chézine";"2021";"441620102";"Les Thébaudières";"C";"R";"493";"3"
"4410C";"Réseau de Nantes Nord Chézine";"2021";"441620102";"Les Thébaudières";"C";"T";"24";"1"
"4410C";"Réseau de Nantes Nord Chézine";"2021";"441620202";"La Bouvardière";"C";"R";"489";"1"
"4410C";"Réseau de Nantes Nord Chézine";"2021";"441620202";"La Bouvardière";"C";"T";"secret";"secret"
"4410C";"Réseau de Nantes Nord Chézine";"2021";"441660101";"Centre Ville-Nord Rigaudière";"C";"R";"4.37";"1"
"4501C";"Socos source";"2021";"452341801";"2002";"C";"X";"15207.69";"32"
"4501C";"Socos source";"2021";"452341901";"Beauchamps";"C";"X";"6666.51";"16"
"4501C";"Socos source";"2021";"452341902";"Flammarion";"C";"X";"10503.81";"14"
"4501C";"Socos source";"2021";"452342001";"Poincaré-Bécasse";"C";"X";"7683.955";"7"
"4501C";"Socos source";"2021";"452342002";"Lavoisier-Insee";"C";"X";"18210.145";"19"
"4501C";"Socos source";"2021";"452342101";"Sapins-Poincaré Est";"C";"X";"5287.545";"17"
"4501C";"Socos source";"2021";"452342102";"Le Lac-Avenue de l'Hôpital";"C";"X";"869";"3"
"4501C";"Socos source";"2021";"452342103";"Universités";"C";"X";"49095.415";"45"
"4501C";"Socos source";"2021";"452342104";"Activités";"C";"X";"13513.015";"19"
"4504C";"Zup du Grand Clos";"2021";"452080106";"Doumer-Déportés";"C";"nd";"nd";"nd"
"4504C";"Zup du Grand Clos";"2021";"452080107";"Saint-Dominique-Forêt";"C";"nd";"nd";"nd"
"4505C";"Réseau de Fleury les Aubrais";"2021";"451470201";"Ormes du Mail-Andrillons";"C";"nd";"nd";"nd"
"4505C";"Réseau de Fleury les Aubrais";"2021";"451470301";"Mairie";"C";"nd";"nd";"nd"
"4505C";"Réseau de Fleury les Aubrais";"2021";"451470302";"Lamballe";"C";"nd";"nd";"nd"
"4505C";"Réseau de Fleury les Aubrais";"2021";"451470303";"Barrière Saint-Marc";"C";"nd";"nd";"nd"
"4505C";"Réseau de Fleury les Aubrais";"2021";"451470401";"Gare";"C";"nd";"nd";"nd"
"4505C";"Réseau de Fleury les Aubrais";"2021";"451470402";"Clos De La Grande Salle";"C";"nd";"nd";"nd"
"4507C";"Réseau de Amilly";"2021";"450040201";"Viroy A";"C";"X";"13694.218";"9"
"4802C";"Mende";"2021";"480950101";"Nord-Rieucros";"C";"T";"secret";"secret"
"4802C";"Mende";"2021";"480950102";"Le Roussel-Le Causse d'Auge";"C";"R";"998.3";"8"
"4802C";"Mende";"2021";"480950102";"Le Roussel-Le Causse d'Auge";"C";"T";"4678.9";"5"
"4802C";"Mende";"2021";"480950103";"Centre Ville";"C";"R";"620";"8"
"4802C";"Mende";"2021";"480950103";"Centre Ville";"C";"T";"8586.2";"28"
"4802C";"Mende";"2021";"480950104";"Ermitage-Saint-Privat";"C";"R";"2202";"7"
"4802C";"Mende";"2021";"480950104";"Ermitage-Saint-Privat";"C";"T";"4767.381";"25"
"4802C";"Mende";"2021";"480950105";"Bellesagne-Fontanilles";"C";"R";"5027";"1"
"4802C";"Mende";"2021";"480950105";"Bellesagne-Fontanilles";"C";"T";"2565.193";"10"
"4803C";"RESEAU SAINT CHELY D'APCHER";"2021";"481400101";"Centre";"C";"I";"62.302";"1"
"4803C";"RESEAU SAINT CHELY D'APCHER";"2021";"481400101";"Centre";"C";"R";"2469.084";"21"
"4803C";"RESEAU SAINT CHELY D'APCHER";"2021";"481400101";"Centre";"C";"T";"6687.57";"26"
"4803C";"RESEAU SAINT CHELY D'APCHER";"2021";"481400102";"Périphérie";"C";"R";"226.35";"7"
"4803C";"RESEAU SAINT CHELY D'APCHER";"2021";"481400102";"Périphérie";"C";"T";"1548.416";"3"
"4901C";"Réseau d'Angers La Roseraie";"2021";"490070405";"Fulton";"C";"X";"2437";"7"
"4901C";"Réseau d'Angers La Roseraie";"2021";"490070406";"Chevrollier";"C";"X";"20488.0025";"32"
"4901C";"Réseau d'Angers La Roseraie";"2021";"490070407";"Vauban";"C";"X";"10068";"5"
"4901C";"Réseau d'Angers La Roseraie";"2021";"490070503";"Beaussier";"C";"X";"0";"2"
"4901C";"Réseau d'Angers La Roseraie";"2021";"490071104";"Maurice Tardat";"C";"X";"7983";"9"
"4901C";"Réseau d'Angers La Roseraie";"2021";"490071105";"Jan Pallach";"C";"X";"12870.7827";"14"
"4901C";"Réseau d'Angers La Roseraie";"2021";"490071106";"Luther King";"C";"X";"20982.0015";"38"
"4901C";"Réseau d'Angers La Roseraie";"2021";"490071107";"Jean Vilar";"C";"X";"24513";"39"
"4901C";"Réseau d'Angers La Roseraie";"2021";"490071111";"Robert d'Arbrissel";"C";"X";"7378";"6"
"4901C";"Réseau d'Angers La Roseraie";"2021";"490071113";"Dumont d'Urville";"C";"X";"15153";"14"
"4901C";"Réseau d'Angers La Roseraie";"2021";"492780000";"Sainte-Gemmes-sur-Loire (commune non irisée)";"C";"X";"3082";"3"
"4902C";"RESEAU DES DEUX CROIX (NOZAY-UPJM)";"2021";"490070108";"Louis Gain";"C";"nd";"nd";"nd"
"4902C";"RESEAU DES DEUX CROIX (NOZAY-UPJM)";"2021";"490070804";"Haarlem";"C";"nd";"nd";"nd"
"4902C";"RESEAU DES DEUX CROIX (NOZAY-UPJM)";"2021";"490070902";"Lareveillère";"C";"nd";"nd";"nd"
"4902C";"RESEAU DES DEUX CROIX (NOZAY-UPJM)";"2021";"490070903";"Daguenet";"C";"nd";"nd";"nd"
"4902C";"RESEAU DES DEUX CROIX (NOZAY-UPJM)";"2021";"490070904";"Gâte-Argent";"C";"nd";"nd";"nd"
"4903C";"CHU Angers";"2021";"490070701";"Jean Moulin";"C";"nd";"nd";"nd"
"4903C";"CHU Angers";"2021";"490070706";"Z.A. Larrey";"C";"nd";"nd";"nd"
"4907C";"Réseau d'Orgemont";"2021";"490070301";"Volney";"C";"X";"3985.133";"8"
"4907C";"Réseau d'Orgemont";"2021";"490070303";"Haut Pressoir";"C";"X";"1313.3";"2"
"4907C";"Réseau d'Orgemont";"2021";"490070304";"Villoutreys";"C";"X";"4824.005";"4"
"4907C";"Réseau d'Orgemont";"2021";"490070401";"Brissac";"C";"X";"1913.603";"6"
"4907C";"Réseau d'Orgemont";"2021";"490070402";"Mirabeau";"C";"X";"2276.357";"4"
"4907C";"Réseau d'Orgemont";"2021";"490070403";"Lorette";"C";"X";"3684.52";"5"
"4907C";"Réseau d'Orgemont";"2021";"490070404";"Bon Repos";"C";"X";"3086.7";"3"
"4907C";"Réseau d'Orgemont";"2021";"490071001";"Parmentier";"C";"X";"secret";"secret"
"4907C";"Réseau d'Orgemont";"2021";"490071002";"Liberté";"C";"X";"701.63";"1"
"4907C";"Réseau d'Orgemont";"2021";"490071003";"Marianne";"C";"X";"244.82";"1"
"4907C";"Réseau d'Orgemont";"2021";"490071103";"Château d'Orgemont";"C";"X";"8671.115";"10"
"4907C";"Réseau d'Orgemont";"2021";"490071109";"Z.A. Bouché Thomas";"C";"X";"7725.4";"5"
"4907C";"Réseau d'Orgemont";"2021";"492780000";"Sainte-Gemmes-sur-Loire (commune non irisée)";"C";"X";"836.08";"2"
"4908C";"Réseau de chaleur d'Ecouflant";"2021";"491290000";"Écouflant (commune non irisée)";"C";"R";"286.4";"4"
"4908C";"Réseau de chaleur d'Ecouflant";"2021";"491290000";"Écouflant (commune non irisée)";"C";"T";"730.8";"5"
"4910C";"Hauts de St Aubin Bois Energie";"2021";"490070701";"Jean Moulin";"C";"X";"369";"2"
"4910C";"Hauts de St Aubin Bois Energie";"2021";"490070703";"Petites Pannes";"C";"X";"218";"1"
"4910C";"Hauts de St Aubin Bois Energie";"2021";"490070707";"Beauséjour";"C";"X";"18334";"16"
"4910C";"Hauts de St Aubin Bois Energie";"2021";"490150110";"Coteaux de la Mayenne";"C";"X";"533";"1"
"4911C";"Réseau d'Angers Belle Beille";"2021";"490070101";"Saint-Jean";"C";"X";"605";"1"
"4911C";"Réseau d'Angers Belle Beille";"2021";"490070102";"Bordillon";"C";"X";"492";"3"
"4911C";"Réseau d'Angers Belle Beille";"2021";"490070501";"Montesquieu";"C";"X";"6272";"12"
"4911C";"Réseau d'Angers Belle Beille";"2021";"490070502";"Melgrani";"C";"X";"1554";"6"
"4911C";"Réseau d'Angers Belle Beille";"2021";"490070503";"Beaussier";"C";"X";"16583";"22"
"4911C";"Réseau d'Angers Belle Beille";"2021";"490070504";"Dauversière";"C";"X";"2232";"12"
"4911C";"Réseau d'Angers Belle Beille";"2021";"490070505";"Z.A. Nid de Pie";"C";"X";"2971";"3"
"4911C";"Réseau d'Angers Belle Beille";"2021";"490070601";"Yolande d'Aragon";"C";"X";"1685";"3"
"4911C";"Réseau d'Angers Belle Beille";"2021";"490200000";"Beaucouzé (commune non irisée)";"C";"X";"3972";"7"
"4915C";"Réseau de chaleur de Monplaisir";"2021";"490070805";"Europe";"C";"X";"1601";"3"
"5001C";"Zup d'octeville";"2021";"501290301";"Amont Quentin";"C";"R";"2838";"8"
"5001C";"Zup d'octeville";"2021";"501290301";"Amont Quentin";"C";"T";"700";"5"
"5001C";"Zup d'octeville";"2021";"501290501";"Provinces Ouest";"C";"R";"4701";"6"
"5001C";"Zup d'octeville";"2021";"501290501";"Provinces Ouest";"C";"T";"39";"1"
"5001C";"Zup d'octeville";"2021";"501290502";"Provinces Est";"C";"R";"2869";"5"
"5001C";"Zup d'octeville";"2021";"501290502";"Provinces Est";"C";"T";"59";"1"
"5001C";"Zup d'octeville";"2021";"501290503";"Provinces Centre";"C";"R";"7887";"10"
"5001C";"Zup d'octeville";"2021";"501290503";"Provinces Centre";"C";"T";"1905";"11"
"5001C";"Zup d'octeville";"2021";"501290504";"Provinces Sud";"C";"R";"4267";"9"
"5001C";"Zup d'octeville";"2021";"501290504";"Provinces Sud";"C";"T";"728";"6"
"5002C";"Ilot Divette";"2021";"501290102";"Divette";"C";"nd";"nd";"nd"
"5002C";"Ilot Divette";"2021";"501290203";"Saint-Sauveur";"C";"nd";"nd";"nd"
"5101C";"Zup de Laon Neufchatel";"2021";"514542501";"Neufchatel Ouest";"C";"T";"61.9";"1"
"5101C";"Zup de Laon Neufchatel";"2021";"514543801";"Trois Fontaines";"C";"T";"923.02";"1"
"5101C";"Zup de Laon Neufchatel";"2021";"514543901";"Orgeval Ouest";"C";"X";"secret";"secret"
"5101C";"Zup de Laon Neufchatel";"2021";"514543901";"Orgeval Ouest";"C";"R";"9956.67";"15"
"5101C";"Zup de Laon Neufchatel";"2021";"514543901";"Orgeval Ouest";"C";"T";"336.44";"1"
"5101C";"Zup de Laon Neufchatel";"2021";"514543902";"Orgeval Nord-Est";"C";"R";"2248.49";"5"
"5101C";"Zup de Laon Neufchatel";"2021";"514543902";"Orgeval Nord-Est";"C";"T";"59.69";"1"
"5101C";"Zup de Laon Neufchatel";"2021";"514543903";"Orgeval Sud-Est";"C";"R";"3156.14";"5"
"5101C";"Zup de Laon Neufchatel";"2021";"514543903";"Orgeval Sud-Est";"C";"T";"333.52";"2"
"5103C";"VY'ENERGIE";"2021";"512620000";"Frignicourt (commune non irisée)";"C";"X";"554.29";"3"
"5103C";"VY'ENERGIE";"2021";"516490101";"Hamois";"C";"X";"11898.82";"8"
"5103C";"VY'ENERGIE";"2021";"516490201";"Centre";"C";"X";"2904.444";"8"
"5103C";"VY'ENERGIE";"2021";"516490202";"Fauvarge";"C";"X";"9120.561";"10"
"5103C";"VY'ENERGIE";"2021";"516490301";"Rome";"C";"X";"7258.072";"13"
"5103C";"VY'ENERGIE";"2021";"516490302";"Désert";"C";"X";"5880.449";"5"
"5103C";"VY'ENERGIE";"2021";"516490303";"Citadelle";"C";"X";"2033.65";"8"
"5104C";"Quartier Bernon";"2021";"512300302";"Centre Est";"C";"X";"3189.75";"2"
"5104C";"Quartier Bernon";"2021";"512300401";"Bernon-Bellenoue-Centre";"C";"X";"7900.692";"12"
"5104C";"Quartier Bernon";"2021";"512300402";"Bernon-Bellenoue-Périphérie";"C";"X";"945.39";"2"
"5104C";"Quartier Bernon";"2021";"512300602";"Vignes Blanches-Beausoleil Est";"C";"X";"3862.94";"5"
"5106C";"Reims";"2021";"514543201";"Murigny Nord-Nord-Ouest";"C";"R";"10880.39";"3"
"5106C";"Reims";"2021";"514543201";"Murigny Nord-Nord-Ouest";"C";"T";"6413";"6"
"5106C";"Reims";"2021";"514543202";"Murigny Nord-Sud-Est";"C";"R";"4499.55";"1"
"5106C";"Reims";"2021";"514543202";"Murigny Nord-Sud-Est";"C";"T";"3598";"4"
"5106C";"Reims";"2021";"514543301";"Centre Hospitalier Régional Debré";"C";"T";"42256";"11"
"5106C";"Reims";"2021";"514543601";"Croix Rouge Université Nord-Ouest";"C";"R";"2042";"2"
"5106C";"Reims";"2021";"514543602";"Croix Rouge Université Sud-Ouest et Est";"C";"R";"9888.04";"9"
"5106C";"Reims";"2021";"514543602";"Croix Rouge Université Sud-Ouest et Est";"C";"T";"7093.4";"9"
"5106C";"Reims";"2021";"514543603";"Croix Rouge Université Centre-Est";"C";"R";"13519.39";"5"
"5106C";"Reims";"2021";"514543603";"Croix Rouge Université Centre-Est";"C";"T";"2390.82";"2"
"5106C";"Reims";"2021";"514544501";"Murigny Sud-Ouest";"C";"T";"452";"2"
"5106C";"Reims";"2021";"514544601";"Croix du Sud Nord-Est";"C";"R";"6791.12";"5"
"5106C";"Reims";"2021";"514544601";"Croix du Sud Nord-Est";"C";"T";"1985.59";"5"
"5106C";"Reims";"2021";"514544602";"Croix du Sud Sud-Ouest";"C";"R";"9948";"4"
"5106C";"Reims";"2021";"514544602";"Croix du Sud Sud-Ouest";"C";"T";"638.88";"2"
"5106C";"Reims";"2021";"514544603";"Croix du Sud Sud-Est";"C";"R";"12059.18";"4"
"5106C";"Reims";"2021";"514544701";"Pays de France Nord-Ouest et Sud";"C";"T";"8099";"9"
"5106C";"Reims";"2021";"514544702";"Pays de France Centre";"C";"R";"12484";"2"
"5106C";"Reims";"2021";"514544702";"Pays de France Centre";"C";"T";"secret";"secret"
"5106C";"Reims";"2021";"514544703";"Pays de France Est";"C";"R";"8780";"1"
"5106C";"Reims";"2021";"514544703";"Pays de France Est";"C";"T";"550";"3"
"5108C";"St Rémi";"2021";"514541801";"Saint-Rémi Ouest";"C";"nd";"nd";"nd"
"5108C";"St Rémi";"2021";"514541802";"Saint-Rémi Nord Est et Sud";"C";"nd";"nd";"nd"
"5202C";"ZUP DE GIGNY - ENSEMBLE DU VERT BOIS";"2021";"524480101";"Vert-Bois Nord-Ouest";"C";"X";"516";"1"
"5202C";"ZUP DE GIGNY - ENSEMBLE DU VERT BOIS";"2021";"524480102";"Vert-Bois Centre";"C";"X";"5931";"18"
"5202C";"ZUP DE GIGNY - ENSEMBLE DU VERT BOIS";"2021";"524480103";"Vert-Bois Est";"C";"X";"10374.1";"11"
"5202C";"ZUP DE GIGNY - ENSEMBLE DU VERT BOIS";"2021";"524480104";"Vert-Bois Ouest";"C";"X";"8325.6";"18"
"5202C";"ZUP DE GIGNY - ENSEMBLE DU VERT BOIS";"2021";"524480105";"Vert-Bois Sud";"C";"X";"4293";"5"
"5202C";"ZUP DE GIGNY - ENSEMBLE DU VERT BOIS";"2021";"524480106";"Vert-Bois Sud-Est";"C";"X";"7459";"20"
"5202C";"ZUP DE GIGNY - ENSEMBLE DU VERT BOIS";"2021";"524480201";"Centre-Gigny-Noue Est";"C";"X";"12115.5";"13"
"5202C";"ZUP DE GIGNY - ENSEMBLE DU VERT BOIS";"2021";"524480202";"Centre-Gigny-Noue Centre";"C";"X";"1888";"5"
"5202C";"ZUP DE GIGNY - ENSEMBLE DU VERT BOIS";"2021";"524480301";"Étang Rozet-Tambourine Ouest";"C";"X";"6481";"5"
"5202C";"ZUP DE GIGNY - ENSEMBLE DU VERT BOIS";"2021";"524480303";"La Tambourine";"C";"X";"6599.1";"1"
"5204C";"RÉSEAU DE CHALEUR DU SUD DE LA VILLE DE CHAUMONT";"2021";"521210101";"Faubourgs Nord-Est";"C";"X";"13367";"8"
"5204C";"RÉSEAU DE CHALEUR DU SUD DE LA VILLE DE CHAUMONT";"2021";"521210102";"Faubourgs Sud-Est";"C";"X";"2893";"6"
"5204C";"RÉSEAU DE CHALEUR DU SUD DE LA VILLE DE CHAUMONT";"2021";"521210103";"Centre-Faubourgs-Sud";"C";"X";"5478";"13"
"5204C";"RÉSEAU DE CHALEUR DU SUD DE LA VILLE DE CHAUMONT";"2021";"521210104";"Faubourgs Ouest";"C";"X";"secret";"secret"
"5204C";"RÉSEAU DE CHALEUR DU SUD DE LA VILLE DE CHAUMONT";"2021";"521210201";"Tassigny";"C";"X";"7603";"13"
"5204C";"RÉSEAU DE CHALEUR DU SUD DE LA VILLE DE CHAUMONT";"2021";"521210203";"Robespierre";"C";"X";"5439";"11"
"5204C";"RÉSEAU DE CHALEUR DU SUD DE LA VILLE DE CHAUMONT";"2021";"521210204";"Castelnau";"C";"X";"7804";"16"
"5204C";"RÉSEAU DE CHALEUR DU SUD DE LA VILLE DE CHAUMONT";"2021";"521210301";"Val Anne Marie";"C";"X";"2096";"7"
"5204C";"RÉSEAU DE CHALEUR DU SUD DE LA VILLE DE CHAUMONT";"2021";"521210302";"Val Barizien";"C";"X";"4326";"11"
"5204C";"RÉSEAU DE CHALEUR DU SUD DE LA VILLE DE CHAUMONT";"2021";"521210303";"Pershing";"C";"X";"9844";"26"
"5204C";"RÉSEAU DE CHALEUR DU SUD DE LA VILLE DE CHAUMONT";"2021";"521210304";"Brottes";"C";"X";"secret";"secret"
"5209C";"Réseau de Langres";"2021";"522690201";"Ouches";"C";"R";"3602";"5"
"5209C";"Réseau de Langres";"2021";"522690201";"Ouches";"C";"T";"289";"2"
"5209C";"Réseau de Langres";"2021";"522690202";"Turenne";"C";"R";"7386";"10"
"5209C";"Réseau de Langres";"2021";"522690202";"Turenne";"C";"T";"4560";"8"
"5302C";"Zup Saint Nicolas";"2021";"531300101";"Centre Ville Rive Droite";"C";"T";"2807.97";"3"
"5302C";"Zup Saint Nicolas";"2021";"531300102";"Gué d'Orger-Dacterie";"C";"R";"1270";"2"
"5302C";"Zup Saint Nicolas";"2021";"531300102";"Gué d'Orger-Dacterie";"C";"T";"14302";"2"
"5302C";"Zup Saint Nicolas";"2021";"531300103";"Les Fourches";"C";"R";"6772";"3"
"5302C";"Zup Saint Nicolas";"2021";"531300103";"Les Fourches";"C";"T";"1357";"3"
"5302C";"Zup Saint Nicolas";"2021";"531300104";"Haute Follis-Saint-Martin";"C";"R";"secret";"secret"
"5302C";"Zup Saint Nicolas";"2021";"531300105";"Bel-Air-Beauregard";"C";"R";"secret";"secret"
"5302C";"Zup Saint Nicolas";"2021";"531300107";"Gare-Senelle-Pont de Paris";"C";"T";"1992";"3"
"5302C";"Zup Saint Nicolas";"2021";"531300108";"Centre Ville Rive Gauche";"C";"R";"802";"1"
"5302C";"Zup Saint Nicolas";"2021";"531300108";"Centre Ville Rive Gauche";"C";"T";"317";"1"
"5302C";"Zup Saint Nicolas";"2021";"531300112";"Grenoux-Ribaudières";"C";"R";"389";"2"
"5302C";"Zup Saint Nicolas";"2021";"531300112";"Grenoux-Ribaudières";"C";"T";"2426";"18"
"5302C";"Zup Saint Nicolas";"2021";"531300117";"Pavement";"C";"R";"3016.56";"2"
"5302C";"Zup Saint Nicolas";"2021";"531300118";"Murat-Mortier";"C";"R";"7263.3";"6"
"5302C";"Zup Saint Nicolas";"2021";"531300118";"Murat-Mortier";"C";"T";"5246";"8"
"5302C";"Zup Saint Nicolas";"2021";"531300119";"Kellermann";"C";"R";"10488.6";"7"
"5302C";"Zup Saint Nicolas";"2021";"531300119";"Kellermann";"C";"T";"1359";"10"
"5302C";"Zup Saint Nicolas";"2021";"531300120";"Thévalles-Chartrière";"C";"T";"230";"2"
"5304C";"Vapeur SOFIVO";"2021";"531810000";"Pontmain (commune non irisée)";"C";"nd";"nd";"nd"
"5401C";"ESTIA - Saint Julien Kennedy";"2021";"543950502";"Mon Désert Nord Jeanne d'Arc Est";"C";"R";"318";"1"
"5401C";"ESTIA - Saint Julien Kennedy";"2021";"543950502";"Mon Désert Nord Jeanne d'Arc Est";"C";"T";"2400.391";"4"
"5401C";"ESTIA - Saint Julien Kennedy";"2021";"543950505";"Rotonde Kennedy Bellange";"C";"R";"988.06";"1"
"5401C";"ESTIA - Saint Julien Kennedy";"2021";"543950702";"Leclerc Sud Saurupt Clemenceau";"C";"R";"98.76";"1"
"5401C";"ESTIA - Saint Julien Kennedy";"2021";"543950802";"Pichon Place des Vosges Lebrun Nord";"C";"T";"645.97";"1"
"5401C";"ESTIA - Saint Julien Kennedy";"2021";"543950803";"Olry Lobau Remenauville";"C";"A";"secret";"secret"
"5401C";"ESTIA - Saint Julien Kennedy";"2021";"543950803";"Olry Lobau Remenauville";"C";"R";"415.1";"1"
"5401C";"ESTIA - Saint Julien Kennedy";"2021";"543950803";"Olry Lobau Remenauville";"C";"T";"849.95";"1"
"5401C";"ESTIA - Saint Julien Kennedy";"2021";"543950901";"Charles III Sud Jardiniers";"C";"R";"1746.38";"3"
"5401C";"ESTIA - Saint Julien Kennedy";"2021";"543950901";"Charles III Sud Jardiniers";"C";"T";"37974.47";"11"
"5401C";"ESTIA - Saint Julien Kennedy";"2021";"543950902";"Gambetta Carmes Faïencerie";"C";"T";"1081.47";"2"
"5401C";"ESTIA - Saint Julien Kennedy";"2021";"543950903";"Saint-Sébastien Cyfflé";"C";"R";"7440.48";"3"
"5401C";"ESTIA - Saint Julien Kennedy";"2021";"543950903";"Saint-Sébastien Cyfflé";"C";"T";"1870.08";"3"
"5401C";"ESTIA - Saint Julien Kennedy";"2021";"543950904";"Charles III Nord Tiercelins Saint-Georges";"C";"T";"10335.82";"15"
"5401C";"ESTIA - Saint Julien Kennedy";"2021";"543950905";"Centre Gare Marché";"C";"R";"1946.02";"3"
"5401C";"ESTIA - Saint Julien Kennedy";"2021";"543950905";"Centre Gare Marché";"C";"T";"8360.497";"7"
"5401C";"ESTIA - Saint Julien Kennedy";"2021";"543951001";"XXe Corps Sud Austrasie Meurthe";"C";"I";"secret";"secret"
"5401C";"ESTIA - Saint Julien Kennedy";"2021";"543951001";"XXe Corps Sud Austrasie Meurthe";"C";"R";"2053.59";"4"
"5401C";"ESTIA - Saint Julien Kennedy";"2021";"543951001";"XXe Corps Sud Austrasie Meurthe";"C";"T";"5905.9";"9"
"5401C";"ESTIA - Saint Julien Kennedy";"2021";"543951002";"XXe Corps Nord Oberlin Mac-Mahon";"C";"T";"849.75";"3"
"5401C";"ESTIA - Saint Julien Kennedy";"2021";"543951003";"Port Sainte-Catherine Le Jardin d'Eau";"C";"R";"651.9";"1"
"5401C";"ESTIA - Saint Julien Kennedy";"2021";"543951003";"Port Sainte-Catherine Le Jardin d'Eau";"C";"T";"1175.06";"2"
"5401C";"ESTIA - Saint Julien Kennedy";"2021";"543951101";"Cours Léopold";"C";"T";"2520.6";"1"
"5401C";"ESTIA - Saint Julien Kennedy";"2021";"543951102";"Pépinière Vieille Ville";"C";"T";"2351.15";"3"
"5403C";"S.E.E.V - Ville de Vandoeuvre";"2021";"543950601";"Vauban Sud Gebhart Turinaz";"C";"nd";"nd";"nd"
"5403C";"S.E.E.V - Ville de Vandoeuvre";"2021";"543950602";"Vauban Nord Placieux Parc Sainte-Marie";"C";"nd";"nd";"nd"
"5403C";"S.E.E.V - Ville de Vandoeuvre";"2021";"543950603";"Haussonville";"C";"nd";"nd";"nd"
"5403C";"S.E.E.V - Ville de Vandoeuvre";"2021";"545470103";"Vélodrome-Reclus Callot";"C";"nd";"nd";"nd"
"5403C";"S.E.E.V - Ville de Vandoeuvre";"2021";"545470104";"Village Haut de Penoy Les Cheminots";"C";"nd";"nd";"nd"
