"index";"Nom de l'opérateur";"Millésime des données";"Code de l'IRIS - Code de la zone";"Code de l'IRIS - Libellé de la zone";"Energie concernée";"Code du grand secteur";"Consommation (en MWh)";"Nombre de points de livraison"
"ID";"OPERATEUR";"ANNEE";"IRIS";"IRIS_LIBELLE";"FILIERE";"CODE_GRAND_SECTEUR";"CONSO";"PDL"
"1801C";"CHANCELLERIE GIBJONCS – ZUP DE BOURGES";"2023";"180331102";"Pressavois 2";"C";"R";4366.8;9
"1801C";"CHANCELLERIE GIBJONCS – ZUP DE BOURGES";"2023";"180331102";"Pressavois 2";"C";"T";3537;6
"1907C";"Réseau de Brive";"2023";"190310101";"Centre";"C";"R";261.99;4
"1907C";"Réseau de Brive";"2023";"190310101";"Centre";"C";"X";1043.79;7
"1907C";"Réseau de Brive";"2023";"190310102";"Guierle";"C";"R";815.550005729198;17
"1907C";"Réseau de Brive";"2023";"190310102";"Guierle";"C";"X";2308.93;4
"1907C";"Réseau de Brive";"2023";"190310103";"Poste";"C";"R";971.31;5
"1907C";"Réseau de Brive";"2023";"190310103";"Poste";"C";"X";347.83;2
"1907C";"Réseau de Brive";"2023";"190310104";"Arsonval";"C";"R";1085.33;9
"1907C";"Réseau de Brive";"2023";"190310104";"Arsonval";"C";"X";2656.79;4
"1907C";"Réseau de Brive";"2023";"190310201";"Sports";"C";"X";1154.8;6
"1907C";"Réseau de Brive";"2023";"190310202";"Chapelies";"C";"R";1147.2;5
"1907C";"Réseau de Brive";"2023";"190310202";"Chapelies";"C";"X";522.62;4
"1907C";"Réseau de Brive";"2023";"190310203";"Caserne";"C";"R";2148.65;12
"1907C";"Réseau de Brive";"2023";"190310203";"Caserne";"C";"T";"secret";"secret"
"1907C";"Réseau de Brive";"2023";"190310403";"Bouygue";"C";"R";"secret";"secret"
"1907C";"Réseau de Brive";"2023";"190310403";"Bouygue";"C";"X";"secret";"secret"
"1907C";"Réseau de Brive";"2023";"190310405";"Danton";"C";"R";"secret";"secret"
"1907C";"Réseau de Brive";"2023";"190310405";"Danton";"C";"X";1656.19;3
"1907C";"Réseau de Brive";"2023";"190310406";"Gaubre";"C";"R";"secret";"secret"
"1907C";"Réseau de Brive";"2023";"190310501";"Tujac Ouest";"C";"X";344.7;1
"1907C";"Réseau de Brive";"2023";"190310503";"Tujac Nord";"C";"R";"secret";"secret"
"1907C";"Réseau de Brive";"2023";"190310503";"Tujac Nord";"C";"X";235.76;2
"1907C";"Réseau de Brive";"2023";"190310701";"Hôpital";"C";"R";"secret";"secret"
"1907C";"Réseau de Brive";"2023";"190310701";"Hôpital";"C";"X";"secret";"secret"
"1907C";"Réseau de Brive";"2023";"190310702";"Migoule";"C";"R";358.21;1
"1907C";"Réseau de Brive";"2023";"190310702";"Migoule";"C";"X";10389.769609375;4
"1907C";"Réseau de Brive";"2023";"192290000";"Saint-Pantaléon-de-Larche";"C";"X";"secret";"secret"
"1907C";"Réseau de Brive";"2023";"870851601";"Beaune les Mines";"C";"X";"secret";"secret"
"2102C";"Réseau du Grand Dijon Ouest";"2023";"211660101";"Piscine-Valendons";"C";"R";9593.97;11
"2102C";"Réseau du Grand Dijon Ouest";"2023";"211660101";"Piscine-Valendons";"C";"T";"secret";"secret"
"2102C";"Réseau du Grand Dijon Ouest";"2023";"211660101";"Piscine-Valendons";"C";"X";2109.51;3
"2102C";"Réseau du Grand Dijon Ouest";"2023";"211660102";"Pétignys-Chaufferie";"C";"R";4307.71;37
"2102C";"Réseau du Grand Dijon Ouest";"2023";"211660102";"Pétignys-Chaufferie";"C";"X";624.177;4
"2102C";"Réseau du Grand Dijon Ouest";"2023";"211660103";"Chapitre-Bibliothèque";"C";"R";4139.78;9
"2102C";"Réseau du Grand Dijon Ouest";"2023";"211660103";"Chapitre-Bibliothèque";"C";"X";1386.27;5
"2102C";"Réseau du Grand Dijon Ouest";"2023";"211660104";"Saint-Exupéry";"C";"R";5238.2364;10
"2102C";"Réseau du Grand Dijon Ouest";"2023";"211660104";"Saint-Exupéry";"C";"X";"secret";"secret"
"2102C";"Réseau du Grand Dijon Ouest";"2023";"211660105";"Vieux Bourg-Grand Crus";"C";"R";"secret";"secret"
"2102C";"Réseau du Grand Dijon Ouest";"2023";"211660106";"Ateliers SNCF";"C";"R";2881.0016;4
"2102C";"Réseau du Grand Dijon Ouest";"2023";"211660106";"Ateliers SNCF";"C";"X";268;1
"2102C";"Réseau du Grand Dijon Ouest";"2023";"211660107";"Mairie-Stade";"C";"R";5490.13;9
"2102C";"Réseau du Grand Dijon Ouest";"2023";"211660107";"Mairie-Stade";"C";"X";957.73;4
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212310901";"Arsenal";"C";"R";4682.7634;11
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212310901";"Arsenal";"C";"X";1839.14;7
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212311001";"Bel-Air";"C";"R";1895.36;4
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212311001";"Bel-Air";"C";"X";2136.81;2
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212311002";"Larrey";"C";"R";3928.88;5
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212311003";"Bourroches Ouest";"C";"R";4454.39;12
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212311003";"Bourroches Ouest";"C";"X";704.92;4
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212311004";"Bourroches Est";"C";"R";1041.91;3
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212311004";"Bourroches Est";"C";"X";428.93;2
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212311006";"Les Valendons";"C";"R";2817.38;2
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212311006";"Les Valendons";"C";"X";221.53;2
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212311101";"La Montagne";"C";"R";1162.87;2
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212311101";"La Montagne";"C";"X";4764.81;6
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212311201";"Tire-Pesseau";"C";"R";11093.3;10
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212311201";"Tire-Pesseau";"C";"X";1807.71;7
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212311202";"Le Lac";"C";"R";7391.16;7
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212311202";"Le Lac";"C";"X";1288.64;3
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212311203";"Édouard Belin";"C";"R";8775.78;6
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212311203";"Édouard Belin";"C";"X";222.57;2
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212311204";"Champ Perdrix";"C";"R";10826.82;7
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212311204";"Champ Perdrix";"C";"T";279.05;1
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212311204";"Champ Perdrix";"C";"X";313.85;2
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212311301";"Chartreuse";"C";"R";6264.87;6
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212311301";"Chartreuse";"C";"T";635.1;1
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212311301";"Chartreuse";"C";"X";842.35;2
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212311302";"Arquebuse";"C";"R";346.66;1
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212311302";"Arquebuse";"C";"T";468.92;2
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212311302";"Arquebuse";"C";"X";2161.62;5
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212311303";"Tanneries";"C";"R";2885.2;4
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212311401";"Providence";"C";"R";1308.68;5
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212311401";"Providence";"C";"X";"secret";"secret"
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212311402";"Carrières Bacquin";"C";"R";796;3
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212311402";"Carrières Bacquin";"C";"X";631.35;3
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212311501";"François Pompon";"C";"R";3543.61;4
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212311501";"François Pompon";"C";"X";1600;1
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212319803";"La Gare";"C";"R";"secret";"secret"
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212319803";"La Gare";"C";"X";"secret";"secret"
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212319901";"Combe à la Serpent Le Lac";"C";"R";"secret";"secret"
"2102C";"Réseau du Grand Dijon Ouest";"2023";"212319901";"Combe à la Serpent Le Lac";"C";"X";1587.07;5
"2102C";"Réseau du Grand Dijon Ouest";"2023";"216170101";"Vieux Talant-Clinique";"C";"R";861.8;2
"2102C";"Réseau du Grand Dijon Ouest";"2023";"216170101";"Vieux Talant-Clinique";"C";"X";1807.92;1
"2102C";"Réseau du Grand Dijon Ouest";"2023";"216170102";"Maronniers-Neruda";"C";"R";511;3
"2102C";"Réseau du Grand Dijon Ouest";"2023";"216170102";"Maronniers-Neruda";"C";"X";235;1
"2102C";"Réseau du Grand Dijon Ouest";"2023";"216170103";"Mail-Canzio-Jouvet";"C";"R";1903;4
"2102C";"Réseau du Grand Dijon Ouest";"2023";"216170103";"Mail-Canzio-Jouvet";"C";"X";"secret";"secret"
"2102C";"Réseau du Grand Dijon Ouest";"2023";"216170104";"Prévert-Plein Ciel";"C";"R";1551;3
"2102C";"Réseau du Grand Dijon Ouest";"2023";"216170105";"Boris Vian-Triolet";"C";"R";796;1
"2102C";"Réseau du Grand Dijon Ouest";"2023";"216170105";"Boris Vian-Triolet";"C";"X";300;2
"2105C";"Les Gresilles";"2023";"212311802";"Lochères";"C";"R";3630.17289170093;14
"2105C";"Les Gresilles";"2023";"212311802";"Lochères";"C";"X";206.936178357517;1
"2105C";"Les Gresilles";"2023";"212311803";"Grésilles Centre";"C";"R";4885.21979120958;15
"2105C";"Les Gresilles";"2023";"212311804";"Castelnau";"C";"R";1762.91461551409;6
"2105C";"Les Gresilles";"2023";"212311804";"Castelnau";"C";"X";554.976314427465;4
"2105C";"Les Gresilles";"2023";"215400199";"Sud-Est";"C";"R";253.780208790423;1
"2106C";"Dijon énergies";"2023";"212310102";"Cordeliers";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310103";"Saint-Michel";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310103";"Saint-Michel";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310201";"Grangier";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310202";"Jean-Jacques Rousseau";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310202";"Jean-Jacques Rousseau";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310303";"République";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310304";"Clemenceau";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310304";"Clemenceau";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310305";"Davout";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310305";"Davout";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310401";"Petit Cîteaux";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310401";"Petit Cîteaux";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310402";"Saint-Pierre";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310402";"Saint-Pierre";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310404";"Voltaire";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310404";"Voltaire";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310501";"Lyautey";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310501";"Lyautey";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310502";"Parc des Sports";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310502";"Parc des Sports";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310503";"Champmaillot";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310601";"Universités";"C";"I";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310601";"Universités";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310601";"Universités";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310701";"Lentillères";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310701";"Lentillères";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310702";"Petites Roches";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310703";"Mansart";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310703";"Mansart";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310704";"Abattoirs";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310704";"Abattoirs";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310801";"Castel";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310801";"Castel";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310802";"Stéarinerie";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310802";"Stéarinerie";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310803";"Carrousel";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212310803";"Carrousel";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212311501";"François Pompon";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212311502";"Les Hauts de Montchapet";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212311601";"La Charmette";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212311601";"La Charmette";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212311602";"Fauconnet";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212311602";"Fauconnet";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212311603";"Jouvence Ouest";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212311603";"Jouvence Ouest";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212311604";"Jouvence Est";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212311701";"Balzac";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212311701";"Balzac";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212311702";"Stalingrad";"C";"I";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212311702";"Stalingrad";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212311702";"Stalingrad";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212311703";"Casernes";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212311703";"Casernes";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212311704";"Sacré-Cœur";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212311704";"Sacré-Cœur";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212311801";"York";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212311801";"York";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212311802";"Lochères";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212311803";"Grésilles Centre";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212311803";"Grésilles Centre";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212311804";"Castelnau";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212312001";"Charles de Gaulle";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212312001";"Charles de Gaulle";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212312003";"Clos de Pouilly";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212319801";"La Toison d'Or";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212319802";"Z.I. Nord-Est";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212319804";"Le Bocage";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212780101";"Vieux Village";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212780102";"Saverney";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212780104";"Majnoni";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"212780104";"Majnoni";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"213550103";"Parc Poussots-Pommerets";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"213550103";"Parc Poussots-Pommerets";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"215150101";"Atrias-Vieux Village-Grand Chaignet";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"215150101";"Atrias-Vieux Village-Grand Chaignet";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"215150102";"La Fontaine aux Jardins";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"215150103";"Les Huches";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"215150103";"Les Huches";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"215150104";"Place Centrale-Quetignerots-Pré Bourgeot";"C";"R";"nd";"nd"
"2106C";"Dijon énergies";"2023";"215150104";"Place Centrale-Quetignerots-Pré Bourgeot";"C";"T";"nd";"nd"
"2106C";"Dijon énergies";"2023";"215150199";"Zone Activités Europe-Cap Vert-Grand Marché";"C";"T";"nd";"nd"
"2305C";"RESEAU DE GUERET";"2023";"230960101";"La Rodde";"C";"R";335;1
"2305C";"RESEAU DE GUERET";"2023";"230960102";"Centre Ville";"C";"R";3215;5
"2305C";"RESEAU DE GUERET";"2023";"230960102";"Centre Ville";"C";"T";3762.229;18
"2305C";"RESEAU DE GUERET";"2023";"230960103";"Champegaud";"C";"T";7551.4;8
"2305C";"RESEAU DE GUERET";"2023";"230960201";"Maindigour";"C";"R";2918;5
"2305C";"RESEAU DE GUERET";"2023";"230960201";"Maindigour";"C";"T";1275.17;4
"2305C";"RESEAU DE GUERET";"2023";"230960202";"Jouhet";"C";"T";3087.96;3
"2502C";"Réseau de Montbéliard";"2023";"253880107";"Petite Hollande-Coteau Jouvent";"C";"R";4718.99005126952;3
"2502C";"Réseau de Montbéliard";"2023";"253880107";"Petite Hollande-Coteau Jouvent";"C";"T";1360.86199951172;4
"2502C";"Réseau de Montbéliard";"2023";"253880108";"Petite Hollande-Petit Chênois";"C";"R";6656.02008056638;5
"2502C";"Réseau de Montbéliard";"2023";"253880108";"Petite Hollande-Petit Chênois";"C";"T";276.281005859375;1
"2502C";"Réseau de Montbéliard";"2023";"253880109";"Petite Hollande Sud-Ouest";"C";"R";5116.51190185546;4
"2502C";"Réseau de Montbéliard";"2023";"253880110";"Petite Hollande-Lulli";"C";"R";1855.78997802734;2
"2502C";"Réseau de Montbéliard";"2023";"253880110";"Petite Hollande-Lulli";"C";"T";615.450012207031;1
"2502C";"Réseau de Montbéliard";"2023";"253880111";"Petite Hollande-Hexagone";"C";"R";6187.63394165038;6
"2502C";"Réseau de Montbéliard";"2023";"253880111";"Petite Hollande-Hexagone";"C";"T";2774.18997192383;7
"2502C";"Réseau de Montbéliard";"2023";"253880112";"Petite Hollande Sud";"C";"R";3833.0640258789;7
"2502C";"Réseau de Montbéliard";"2023";"253880112";"Petite Hollande Sud";"C";"T";5735.43101501464;14
"2502C";"Réseau de Montbéliard";"2023";"253880113";"Le Pied des Gouttes";"C";"T";953;1
"2601C";"Réseau de Valence";"2023";"263620201";"Polygone";"C";"R";3761.75;13
"2601C";"Réseau de Valence";"2023";"263620201";"Polygone";"C";"X";2416.1;5
"2601C";"Réseau de Valence";"2023";"263620202";"Dame Blanche";"C";"R";"secret";"secret"
"2601C";"Réseau de Valence";"2023";"263620301";"Petit Charran";"C";"R";373.47;1
"2601C";"Réseau de Valence";"2023";"263620301";"Petit Charran";"C";"X";"secret";"secret"
"2601C";"Réseau de Valence";"2023";"263620302";"Romans";"C";"R";251.1;1
"2601C";"Réseau de Valence";"2023";"263620302";"Romans";"C";"X";735.64;6
"2601C";"Réseau de Valence";"2023";"263620601";"Briffaut";"C";"X";11318;6
"2601C";"Réseau de Valence";"2023";"263620701";"Le Plan";"C";"R";9436.09;10
"2601C";"Réseau de Valence";"2023";"263620701";"Le Plan";"C";"X";1662.74;7
"2601C";"Réseau de Valence";"2023";"263620702";"Les Couleures";"C";"R";2227.95;4
"2601C";"Réseau de Valence";"2023";"263620702";"Les Couleures";"C";"T";498.01;1
"2601C";"Réseau de Valence";"2023";"263620702";"Les Couleures";"C";"X";1586.26;6
"2601C";"Réseau de Valence";"2023";"263620801";"La Bayot";"C";"R";2689.41;3
"2601C";"Réseau de Valence";"2023";"263620801";"La Bayot";"C";"X";1338.43;5
"2601C";"Réseau de Valence";"2023";"263620802";"Mozart";"C";"R";4775.79;4
"2601C";"Réseau de Valence";"2023";"263620802";"Mozart";"C";"X";289.85;1
"2601C";"Réseau de Valence";"2023";"263620803";"Chopin";"C";"R";2977.64;5
"2601C";"Réseau de Valence";"2023";"263620803";"Chopin";"C";"X";1357.42;7
"2603C";"Réseau de Pierrelatte - DES";"2023";"262350102";"Nord-Est";"C";"R";8918.81;6
"2603C";"Réseau de Pierrelatte - DES";"2023";"262350102";"Nord-Est";"C";"X";371.06;2
"2603C";"Réseau de Pierrelatte - DES";"2023";"262350103";"Est";"C";"R";838.28;1
"2603C";"Réseau de Pierrelatte - DES";"2023";"262350104";"Sud-Est";"C";"X";69694.79;20
"2603C";"Réseau de Pierrelatte - DES";"2023";"262350105";"Sud";"C";"X";1564.7;3
"2603C";"Réseau de Pierrelatte - DES";"2023";"262350106";"Rural";"C";"T";1489.75;1
"2603C";"Réseau de Pierrelatte - DES";"2023";"262350106";"Rural";"C";"X";18108.23;4
"2701C";"THERMEVRA";"2023";"272290101";"Préfecture";"C";"T";"secret";"secret"
"2701C";"THERMEVRA";"2023";"272290102";"École de Musique";"C";"T";1787.40997314453;7
"2701C";"THERMEVRA";"2023";"272290301";"Saint-Louis";"C";"T";258.902999877929;2
"2701C";"THERMEVRA";"2023";"272290401";"Jacques Cartier";"C";"R";588.279983520507;2
"2701C";"THERMEVRA";"2023";"272290401";"Jacques Cartier";"C";"T";728.267992019651;11
"2701C";"THERMEVRA";"2023";"272290402";"Le Bohy";"C";"R";7026.21002197265;4
"2701C";"THERMEVRA";"2023";"272290402";"Le Bohy";"C";"T";"secret";"secret"
"2701C";"THERMEVRA";"2023";"272290403";"ZAC des Meuniers-La Censurière";"C";"R";661.701995849609;2
"2701C";"THERMEVRA";"2023";"272290403";"ZAC des Meuniers-La Censurière";"C";"T";312.070007324218;1
"2701C";"THERMEVRA";"2023";"272290501";"Romain Rolland";"C";"R";6396.31097412107;4
"2701C";"THERMEVRA";"2023";"272290501";"Romain Rolland";"C";"T";504.86000061035;2
"2701C";"THERMEVRA";"2023";"272290502";"Le Clos au Duc";"C";"R";982.255996704101;3
"2701C";"THERMEVRA";"2023";"272290502";"Le Clos au Duc";"C";"T";3846.28699493407;7
"2701C";"THERMEVRA";"2023";"272290601";"Collège Russelsheim";"C";"R";7515.99293899535;12
"2701C";"THERMEVRA";"2023";"272290601";"Collège Russelsheim";"C";"T";2658.9769821167;10
"2701C";"THERMEVRA";"2023";"272290602";"Michelet";"C";"R";8238.7689361572;8
"2701C";"THERMEVRA";"2023";"272290602";"Michelet";"C";"T";334.446014404296;1
"2701C";"THERMEVRA";"2023";"272290701";"Robert Desnos";"C";"R";7385.67602539062;4
"2701C";"THERMEVRA";"2023";"272290701";"Robert Desnos";"C";"T";332.62499141693;4
"2701C";"THERMEVRA";"2023";"272290702";"Charles Péguy";"C";"R";2486.47998046874;2
"2701C";"THERMEVRA";"2023";"272290702";"Charles Péguy";"C";"T";800.559997558593;2
"2701C";"THERMEVRA";"2023";"272290801";"Pablo Picasso";"C";"R";2074.75400543213;5
"2701C";"THERMEVRA";"2023";"272290802";"Jean Moulin";"C";"R";1023.71002197265;1
"2701C";"THERMEVRA";"2023";"272290802";"Jean Moulin";"C";"T";3200.44597625732;4
"2701C";"THERMEVRA";"2023";"272290803";"Vironvay La Forêt";"C";"R";"secret";"secret"
"2701C";"THERMEVRA";"2023";"272290803";"Vironvay La Forêt";"C";"T";2250.44102859497;6
"2701C";"THERMEVRA";"2023";"272290804";"La Poterie-Les Dominicaines";"C";"I";16838.6689491272;10
"2701C";"THERMEVRA";"2023";"272290804";"La Poterie-Les Dominicaines";"C";"R";4222.39208984375;2
"2701C";"THERMEVRA";"2023";"272290804";"La Poterie-Les Dominicaines";"C";"T";3426.91505432129;7
"2701C";"THERMEVRA";"2023";"272290903";"Les Prés Peschet";"C";"T";"secret";"secret"
"2702C";"LOUVIERS ENERGIE";"2023";"273750101";"Centre Ville";"C";"R";962.389001846311;6
